year,Title,author,journal
"Review
J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Jul 18;100(14):1251-1261.
doi: 10.2106/JBJS.18.00273.",What's New in Musculoskeletal Infection,"Alex McLaren , Arvind D Nana , Antonia F Chen , Sandra B Nelson",J Bone Joint Surg Am
"J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Jul 18;100(14):1241-1250.
doi: 10.2106/JBJS.17.01135.",Radiographic and Anatomic Landmarks of the Major Knee Ligaments,"Asheesh Bedi , Robert F LaPrade , M Tyrrell Burrus",J Bone Joint Surg Am
"J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Jul 18;100(14):1231-1240.
doi: 10.2106/JBJS.17.00764.",Comparison of Long-Term Outcomes of Radial Osteotomy and Nonoperative Treatment for Kienböck Disease: A Systematic Review,"Young Ho Shin , Jae Kwang Kim , Minkyu Han , Tae Kyoon Lee , Jun O Yoon",J Bone Joint Surg Am
"J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Jul 18;100(14):1223-1229.
doi: 10.2106/JBJS.17.01169.",Glenoid Bone Reaction to All-Soft Suture Anchors Used for Shoulder Labral Repairs,"T Tompane , J Carney , W W Wu , K Nguyen-Ta , C Dewing , M Provencher , L McDonald , M Gibson , L LeClere",J Bone Joint Surg Am
"J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Jul 18;100(14):1217-1222.
doi: 10.2106/JBJS.17.01380.",Timing of Epiphysiodesis to Correct Leg-Length Discrepancy: A Comparison of Prediction Methods,"Marina R Makarov , Taylor J Jackson , Connor M Smith , Chan-Hee Jo , John G Birch",J Bone Joint Surg Am
"J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Jul 18;100(14):1177-1183.
doi: 10.2106/JBJS.17.01475.",A Prospective Evaluation of Patient-Reported Opioid Utilization After Nonoperative Treatment of Fractures and Dislocations,"Hongyi Zhu , Yanchun Gao , Changqing Zhang , Xianyou Zheng",J Bone Joint Surg Am
"J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Jul 18;100(14):1184-1190.
doi: 10.2106/JBJS.17.00556.",Clinical Evaluation of Synovial Alpha Defensin and Synovial C-Reactive Protein in the Diagnosis of Periprosthetic Joint Infection,"William Z Stone , Chancellor F Gray , Hari K Parvataneni , Mamun Al-Rashid , Richard G Vlasak , MaryBeth Horodyski , Hernan A Prieto",J Bone Joint Surg Am
"Comment
J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Jul 5;100(13):e91.
doi: 10.2106/JBJS.18.00282.","Dupuytren Disease: Is Collagenase Better Than Needling?: Commentary on an article by Joakim Strömberg, MD, et al.: ""Percutaneous Needle Fasciotomy Versus Collagenase Treatment for Dupuytren Contracture. A Randomized Controlled Trial with a Two-Year Follow-up""",Robert R Slater Jr,J Bone Joint Surg Am
"Comparative Study
J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Jul 5;100(13):88.
doi: 10.2106/JBJS.17.01271.",Validation Study of the Thumb Ossification Composite Index (TOCI) in Idiopathic Scoliosis: A Stage-to-Stage Correlation with Classic Tanner-Whitehouse and Sanders Simplified Skeletal Maturity Systems,"Alec Lik-Hang Hung , Benlong Shi , Simon Kwoon-Ho Chow , Wai-Wang Chau , Vivian Wing-Yin Hung , Ronald Man-Yeung Wong , King-Lok Liu , Tze-Ping Lam , Bobby Kin-Wah Ng , Jack Chun-Yiu Cheng",J Bone Joint Surg Am
"Randomized Controlled Trial
J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Jul 5;100(13):1141-1146.
doi: 10.2106/JBJS.17.01177.",Adductor Canal Block Compared with Periarticular Bupivacaine Injection for Total Knee Arthroplasty: A Prospective Randomized Trial,"Matthew J Grosso , Taylor Murtaugh , Akshay Lakra , Anthony R Brown , Robert B Maniker , H John Cooper , William Macaulay , Roshan P Shah , Jeffrey A Geller",J Bone Joint Surg Am
"Randomized Controlled Trial
J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Jul 5;100(13):1118-1125.
doi: 10.2106/JBJS.17.00912.","A Comparison of the Effect of One, Three, or Six Weeks of Immobilization on Function and Pain After Open Reduction and Internal Fixation of Distal Radial Fractures in Adults: A Randomized Controlled Trial","Narelle Watson , Terrence Haines , Phong Tran , Jennifer L Keating",J Bone Joint Surg Am
"J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Jun 20;100(12):e84.
doi: 10.2106/JBJS.18.00001.",The 2017 American Orthopaedic Association North American Traveling Fellowship,"Christina L Goldstein , Scott M Tintle , MaCalus V Hogan , Bheeshma Ravi , Brian R Waterman",J Bone Joint Surg Am
"J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Jun 20;100(12):1030-1038.
doi: 10.2106/JBJS.17.00630.",Development of Predictive Algorithms for Pre-Treatment Motor Deficit and 90-Day Mortality in Spinal Epidural Abscess,"Akash A Shah , Paul T Ogink , Mitchel B Harris , Joseph H Schwab",J Bone Joint Surg Am
"J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Jun 20;100(12):1016-1022.
doi: 10.2106/JBJS.17.00460.",Linking a Total Ankle Arthroplasty Registry to Medicare Inpatient Claims without Unique Identifiers,"Sudha R Raman , Bradley G Hammill , Robin M Queen , Samuel B Adams , Lesley H Curtis",J Bone Joint Surg Am
"J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Jun 20;100(12):1001-1008.
doi: 10.2106/JBJS.17.01049.",Casting Is Effective for Recurrence Following Ponseti Treatment of Clubfoot,"Veroniek M van Praag , Magdalena Lysenko , Barbara Harvey , Rosanna Yankanah , James G Wright",J Bone Joint Surg Am
"J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Jun 20;100(12):993-1000.
doi: 10.2106/JBJS.17.01044.",One-Stage Revision Anterior Cruciate Ligament Reconstruction: Results According to Preoperative Bone Tunnel Diameter: Five to Fifteen-Year Follow-up,"Kyoung Ho Yoon , Jung Suk Kim , Soo Yeon Park , Sang Eon Park",J Bone Joint Surg Am
"J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Jun 6;100(11):965-973.
doi: 10.2106/JBJS.17.00892.",Minimum Five-Year Outcomes of Hip Arthroscopy for the Treatment of Femoroacetabular Impingement and Labral Tears in Patients with Obesity: A Match-Controlled Study,"Itay Perets , Danil Rybalko , Edwin O Chaharbakhshi , Brian H Mu , Austin W Chen , Benjamin G Domb",J Bone Joint Surg Am
"J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Jun 6;100(11):958-964.
doi: 10.2106/JBJS.17.00584.",Preoperative Doxycycline Does Not Reduce Propionibacterium acnes in Shoulder Arthroplasty,"Allison J Rao , Peter N Chalmers , Gregory L Cvetanovich , Michael C O'Brien , Jon M Newgren , Brian J Cole , Nikhil N Verma , Gregory P Nicholson , Anthony A Romeo",J Bone Joint Surg Am
"Randomized Controlled Trial
J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Jun 6;100(11):950-957.
doi: 10.2106/JBJS.17.00578.",Lumbar Epidural Corticosteroid Injection Reduces Subacute Pain and Improves Knee Function in the First Six Weeks After Total Knee Arthroplasty: A Double-Blinded Randomized Trial,"Nattapol Tammachote , Alisa Seangleulur , Supakit Kanitnate",J Bone Joint Surg Am
"J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Jun 6;100(11):942-949.
doi: 10.2106/JBJS.17.00616.",Revision for Symptomatic Pseudotumor After Primary Metal-on-Polyethylene Total Hip Arthroplasty with a Standard Femoral Stem,"Anders Persson , Thomas Eisler , Henrik Bodén , Ferid Krupic , Olof Sköldenberg , Olav Muren",J Bone Joint Surg Am
"J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Jun 6;100(11):922-929.
doi: 10.2106/JBJS.17.00692.",Predictors for Long-Term Hip Survivorship Following Acetabular Fracture Surgery: Importance of Gap Compared with Step Displacement,"Diederik O Verbeek , Jelle P van der List , Camden M Tissue , David L Helfet",J Bone Joint Surg Am
"J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Jun 6;100(11):914-921.
doi: 10.2106/JBJS.17.00862.",Sustained Preoperative Opioid Use Is a Predictor of Continued Use Following Spine Surgery,"Andrew J Schoenfeld , Philip J Belmont Jr , Justin A Blucher , Wei Jiang , Muhammad Ali Chaudhary , Tracey Koehlmoos , James D Kang , Adil H Haider",J Bone Joint Surg Am
"J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 May 16;100(10):e70.
doi: 10.2106/JBJS.17.01368.",A Dedicated Satellite Trauma Orthopaedic Program Operating Room Safely Increases Capacity,"Peter M Waters , Brian W Yang , Doreen White , Ellen Barth , Vincent Chiang , Arielle Mizrahi-Arnaud , William Sparks",J Bone Joint Surg Am
"J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 May 16;100(10):892-898.
doi: 10.2106/JBJS.17.01672.",What's New in Foot and Ankle Surgery,"Sheldon S Lin , Omkar Baxi , Michael Yeranosian",J Bone Joint Surg Am
"Comment
J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 May 16;100(10):882.
doi: 10.2106/JBJS.18.00168.","In High Tibial Osteotomy, Closing and Opening Wedges Did Not Differ for Clinical Outcomes at Up to Two Years",Romain Seil,J Bone Joint Surg Am
"J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 May 16;100(10):865-870.
doi: 10.2106/JBJS.17.00724.",Uncemented Tantalum Monoblock Tibial Fixation for Total Knee Arthroplasty in Patients Less Than 60 Years of Age: Mean 10-Year Follow-up,"Christopher J DeFrancesco , José A Canseco , Charles L Nelson , Craig L Israelite , Atul F Kamath",J Bone Joint Surg Am
"Comparative Study
J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 May 16;100(10):835-842.
doi: 10.2106/JBJS.17.00703.","Comparison of Intermediate to Long-Term Outcomes of Total Ankle Arthroplasty in Ankles with Preoperative Varus, Valgus, and Neutral Alignment","Gun-Woo Lee , Shao-Hua Wang , Keun-Bae Lee",J Bone Joint Surg Am
"Comment
J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 May 2;100(9):e64.
doi: 10.2106/JBJS.17.01646.","Joint Preservation in the Rheumatoid Forefoot: Commentary on an article by Junichi Kushioka, MD, et al.: ""Modified Scarf Osteotomy with Medial Capsule Interposition for Hallux Valgus in Rheumatoid Arthritis. A Study of Cases Including Severe First Metatarsophalangeal Joint Destruction""",Michael S Aronow,J Bone Joint Surg Am
"Randomized Controlled Trial
J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 May 2;100(9):786-792.
doi: 10.2106/JBJS.17.00688.",Comparison of Direct Perioperative Costs in Treatment of Unstable Distal Radial Fractures: Open Reduction and Internal Fixation Versus Closed Reduction and Percutaneous Pinning,"Sreeharsha V Nandyala , Aviram M Giladi , Amber M Parker , Tamara D Rozental",J Bone Joint Surg Am
"J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 May 2;100(9):758-764.
doi: 10.2106/JBJS.17.00860.","Effect of Tranexamic Acid on Blood Loss, D-Dimer, and Fibrinogen Kinetics in Adult Spinal Deformity Surgery","Ryan P Pong , Jean-Christophe A Leveque , Alicia Edwards , Vijay Yanamadala , Anna K Wright , Megan Herodes , Rajiv K Sethi",J Bone Joint Surg Am
"Comment
J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Apr 18;100(8):e52.
doi: 10.2106/JBJS.17.01559.","Distal Radial Fracture Malunion in Sweden: Is It the Same in Your Region?: Commentary on an article by Muhanned Ali, MD, et al.: ""Association Between Distal Radial Fracture Malunion and Patient-Reported Activity Limitations. A Long-Term Follow-up""",Kensuke Ochi,J Bone Joint Surg Am
"Review
J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Apr 18;100(8):696-711.
doi: 10.2106/JBJS.17.00785.",Charcot Neuroarthropathy of the Foot and Ankle,"Andrew Dodd , Timothy R Daniels",J Bone Joint Surg Am
"J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Apr 18;100(8):e49.
doi: 10.2106/JBJS.17.00389.",Efficiency and Safety: The Best Time to Valve a Plaster Cast,"Samuel R H Steiner , Kirollos Gendi , Matthew A Halanski , Kenneth J Noonan",J Bone Joint Surg Am
"J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Apr 4;100(7):e44.
doi: 10.2106/JBJS.16.01481.",The Use of Emergency Physicians to Deliver Anesthesia for Orthopaedic Surgery in Austere Environments: The Expansion of the Emergency Physician's General Anesthesia Syllabus to Orthopaedic Surgery,"Ogedad Pierre , John F Lovejoy Jr , Robert Stanton , Richard Skupski , Harold Previl , Jerry Bernard , Lia Losonczy , Mark Walsh",J Bone Joint Surg Am
"J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Apr 4;100(7):627-628.
doi: 10.2106/JBJS.17.01486.",What's Important: A Musculoskeletal Moonshot: Accelerating Orthopaedic Innovation,Thomas Parker Vail,J Bone Joint Surg Am
"Review
J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Apr 4;100(7):618-626.
doi: 10.2106/JBJS.17.00811.",Controversies in the Management of Central Cord Syndrome: The State of the Art,"Peter J Wagner , Christian P DiPaola , Patrick J Connolly , Michael P Stauff",J Bone Joint Surg Am
"J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Apr 4;100(7):605-616.
doi: 10.2106/JBJS.17.01115.",Operative Experience During Orthopaedic Residency Compared with Early Practice in the U.S,"Jessica M Kohring , Michael O Bishop , Angela P Presson , John J Harrast , J Lawrence Marsh , Theodore W Parsons rd , Charles L Saltzman",J Bone Joint Surg Am
"Multicenter Study
J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Apr 4;100(7):556-563.
doi: 10.2106/JBJS.17.00621.",Assessing the Risk-Benefit Ratio of Scoliosis Surgery in Cerebral Palsy: Surgery Is Worth It,"Firoz Miyanji , Luigi A Nasto , Paul D Sponseller , Suken A Shah , Amer F Samdani , Baron Lonner , Burt Yaszay , David H Clements , Unni Narayanan , Peter O Newton",J Bone Joint Surg Am
"Comment
J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Mar 21;100(6):e39.
doi: 10.2106/JBJS.17.01317.","A New Total Ankle Arthroplasty Implant with Promising Level-IV Results: Commentary on an article by Alexej Barg, MD, et al.: ""Early Clinical and Radiographic Outcomes of Trabecular Metal Total Ankle Replacement Using a Transfibular Approach""",Mark Glazebrook,J Bone Joint Surg Am
"Comment
J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Mar 21;100(6):e37.
doi: 10.2106/JBJS.17.01306.","Prophylactic Intrawound Vancomycin Powder: A Fait Accompli?: Commentary on an article by George H. Thompson, MD, et al.: ""Does Vancomycin Powder Decrease Surgical Site Infections in Growing Spine Surgery? A Preliminary Study""","Matthew L Webb 
, Robert M Campbell",J Bone Joint Surg Am
"J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Mar 21;100(6):e35.
doi: 10.2106/JBJS.17.00689.",A Conceptual Model for the Evaluation of Surgical Missions,"Jennifer Bido , Roya Ghazinouri , Jamie E Collins , Desirée Diez Portela , Luis Alcantara , Thomas S Thornhill , Jeffrey N Katz",J Bone Joint Surg Am
"J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Mar 21;100(6):526-532.
doi: 10.2106/JBJS.17.01404.",What's New in Hand and Wrist Surgery,Sanjeev Kakar,J Bone Joint Surg Am
"J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Mar 21;100(6):517-525.
doi: 10.2106/JBJS.17.00451.","Variability in the Preparation, Reporting, and Use of Bone Marrow Aspirate Concentrate in Musculoskeletal Disorders: A Systematic Review of the Clinical Orthopaedic Literature","Nicolas S Piuzzi , Zaamin B Hussain , Jorge Chahla , Mark E Cinque , Gilbert Moatshe , Venkata P Mantripragada , George F Muschler , Robert F LaPrade",J Bone Joint Surg Am
"Comparative Study
J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Mar 21;100(6):479-486.
doi: 10.2106/JBJS.17.00797.",Comparison of Bone Tunnel and Cortical Surface Tendon-to-Bone Healing in a Rabbit Model of Biceps Tenodesis,"Hongbo Tan , Dean Wang , Amir H Lebaschi , Ian D Hutchinson , Liang Ying , Xiang-Hua Deng , Scott A Rodeo , Russell F Warren",J Bone Joint Surg Am
"J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Mar 21;100(6):449-458.
doi: 10.2106/JBJS.17.00470.",Increasing Burden of Total Hip Arthroplasty Revisions in Patients Between 45 and 64 Years of Age,"Sean S Rajaee , Joshua C Campbell , James Mirocha , Guy D Paiement",J Bone Joint Surg Am
"J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Mar 7;100(5):443-444.
doi: 10.2106/JBJS.18.00011.",What's Important: Making a Difference May Include Being Different,Lanny L Johnson,J Bone Joint Surg Am
"J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Mar 7;100(5):388-395.
doi: 10.2106/JBJS.17.00187.",Unexpected Long Lower Limb in Patients with Unilateral Hip Dislocation,"Zhendong Zhang , Dianzhong Luo , Hui Cheng , Kai Xiao , Hong Zhang",J Bone Joint Surg Am
"Editorial
J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Mar 7;100(5):359.
doi: 10.2106/JBJS.17.01663.",JBJS: Data You Can Trust,Marc Swiontkowski,J Bone Joint Surg Am
"Comment
J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Feb 21;100(4):e26.
doi: 10.2106/JBJS.17.01501.","Where Are All the Women?: Commentary on an article by Emma B. Holliday, MD, et al.: ""Equal Pay for Equal Work. Medicare Procedure Volume and Reimbursement for Male and Female Surgeons Performing Total Knee and Total Hip Arthroplasty""",Mary I O'Connor,J Bone Joint Surg Am
"Review
J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Feb 21;100(4):348-354.
doi: 10.2106/JBJS.17.01139.",What's New in Pediatric Orthopaedics,"Derek M Kelly , Kelly VanderHave , Jeffrey E Martus",J Bone Joint Surg Am
"Randomized Controlled Trial
J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Feb 21;100(4):295-304.
doi: 10.2106/JBJS.16.01585.",Low-Dose Epinephrine Plus Tranexamic Acid Reduces Early Postoperative Blood Loss and Inflammatory Response: A Randomized Controlled Trial,"Wei-Nan Zeng , Jun-Li Liu , Fu-You Wang , Cheng Chen , Qiang Zhou , Liu Yang",J Bone Joint Surg Am
"J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Feb 21;100(4):278-287.
doi: 10.2106/JBJS.17.00767.",Minimum Two-Year Follow-up of Anterior Cruciate Ligament Reconstruction in Patients with Generalized Joint Laxity,"Sung-Jae Kim , Chong Hyuk Choi , Su-Keon Lee , Wonyong Lee , Haemosu An , Min Jung",J Bone Joint Surg Am
"Review
J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Jan 17;100(2):166-175.
doi: 10.2106/JBJS.17.01148.",What's New in Adult Reconstructive Knee Surgery,Gwo-Chin Lee,J Bone Joint Surg Am
"Comparative Study
J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Jan 17;100(2):138-146.
doi: 10.2106/JBJS.17.00132.",Minimally Manipulated Bone Marrow Concentrate Compared with Microfracture Treatment of Full-Thickness Chondral Defects: A One-Year Study in an Equine Model,"Constance R Chu , Lisa A Fortier , Ashley Williams , Karin A Payne , Taralyn M McCarrel , Megan E Bowers , Diego Jaramillo",J Bone Joint Surg Am
"Comment
J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Jan 3;100(1):e5.
doi: 10.2106/JBJS.17.00960.","Judicious and Vigilant Use of Electronically Based Treatment Enhancements and Subjective Patient-Reported Outcomes: Commentary on an article by Richard L. Skolasky, ScD, et al.: ""Telephone-Based Intervention to Improve Rehabilitation Engagement After Spinal Stenosis Surgery. A Prospective Lagged Controlled Trial""",David A Wong,J Bone Joint Surg Am
"Comment
J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Jan 3;100(1):e4.
doi: 10.2106/JBJS.17.01083.","Legacy Scales and Patient-Reported Outcomes: A Case for Embracing Complexity: Commentary on an article by Mette Renate Andersen, MD, et al.: ""Randomized Trial Comparing Suture Button with Single Syndesmotic Screw for Syndesmosis Injury""",Gregory P Guyton,J Bone Joint Surg Am
"J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Jan 3;100(1):86-87.
doi: 10.2106/JBJS.17.00393.",What's Important: Mentorship and Sponsorship,Andrew J Schoenfeld,J Bone Joint Surg Am
"Review
J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Jan 3;100(1):76-85.
doi: 10.2106/JBJS.17.00500.",The Anteroposterior Pelvic Radiograph: Acetabular and Femoral Measurements and Relation to Hip Pathologies,"K Linnea Welton , Mary K Jesse , Matthew J Kraeutler , Tigran Garabekyan , Omer Mei-Dan",J Bone Joint Surg Am
"J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Jan 3;100(1):66-74.
doi: 10.2106/JBJS.17.00377.",Body Mass Index Affects Proximal Femoral but Not Acetabular Morphology in Adolescents Without Hip Pathology,"Eduardo N Novais , Sandra J Shefelbine , Karl-Philipp Kienle , Patricia E Miller , Garrett Bowen , Young-Jo Kim , Sarah D Bixby",J Bone Joint Surg Am
"J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Jan 3;100(1):31-41.
doi: 10.2106/JBJS.17.00480.",Long-Term Outcomes of Distal Femoral Extension Osteotomy and Patellar Tendon Advancement in Individuals with Cerebral Palsy,"Elizabeth R Boyer , Jean L Stout , Jennifer C Laine , Sarah M Gutknecht , Lucas H Araujo de Oliveira , Meghan E Munger , Michael H Schwartz , Tom F Novacheck",J Bone Joint Surg Am
"J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2018 Jan 3;100(1):13-20.
doi: 10.2106/JBJS.16.01461.",Planning for Bone Excision in Ewing Sarcoma: Post-Chemotherapy MRI More Accurate Than Pre-Chemotherapy MRI Assessment,"Camille Thévenin-Lemoine , Louise Destombes , Julie Vial , Matthieu Wargny , Paul Bonnevialle , Yan Lefevre , Anne Gomez Brouchet , Jérome Sales de Gauzy",J Bone Joint Surg Am
"J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 Jan 5;104(1):e1.
doi: 10.2106/JBJS.21.00768.",American Orthopaedic Association's (AOA) Council of Orthopaedic Residency Directors (CORD) 2020 Summer Conference: Top Abstracts,Joseph K Weistroffer,J Bone Joint Surg Am
"Comment
J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2021 Nov 3;103(21):e87.
doi: 10.2106/JBJS.21.00738.","Evidence Favors Ponseti Management of Clubfoot: Commentary on an article by James A.F. Recordon, MBCHB, et al.: ""A Prospective, Median 15-Year Comparison of Ponseti Casting and Surgical Treatment of Clubfoot""","Ken N Kuo , Peter A Smith",J Bone Joint Surg Am
"Comment
J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2021 Nov 3;103(21):2062.
doi: 10.2106/JBJS.21.00690.","Acceptable Distal Radial Fracture Reduction May Not Be Good Enough: Commentary on articles by C.A. Selles, MD, et al.: ""Volar Plate Fixation Versus Cast Immobilization in Acceptably Reduced Intra-Articular Distal Radial Fractures. A Randomized Controlled Trial"" and ""Cost Analysis of Volar Plate Fixation Versus Plaster Cast Immobilization for Intra-Articular Distal Radial Fractures""",Igor Immerman,J Bone Joint Surg Am
"J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2021 Nov 3;103(21):2060-2061.
doi: 10.2106/JBJS.21.01028.
Epub 2021 Sep 10.","Victor Frankel, MD, PhD, KNO: 1925-2021",,J Bone Joint Surg Am
"Randomized Controlled Trial
J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 Jan 19;104(2):154-159.
doi: 10.2106/JBJS.20.02174.",Effect of Sequential Intravenous and Oral Tranexamic Acid on Hemoglobin Drop After Total Knee Arthroplasty: A Randomized Controlled Trial,"Moon Jong Chang , Joung Youp Shin , Chan Yoon , Tae Woo Kim , Chong Bum Chang , Seung-Baik Kang",J Bone Joint Surg Am
"J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 Jan 5;104(1):33-40.
doi: 10.2106/JBJS.21.00301.",A Mini-Open Approach to Medial Pinning in Pediatric Supracondylar Humeral Fractures May Be Safer Than Previously Thought,"Andrew B Rees , Jacob D Schultz , Lucas C Wollenman , Stephanie N Moore-Lotridge , Jeffrey E Martus , Jonathan G Schoenecker , Gregory A Mencio",J Bone Joint Surg Am
"Comment
J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2021 Oct 20;103(20):e84.
doi: 10.2106/JBJS.21.00757.","Blood Loss Prophylaxis: Tranexamic Acid Is Safe Even in High-Risk Patients: Commentary on an article by Steven B. Porter, MD, et al.: ''Tranexamic Acid Was Not Associated with Increased Complications in High-Risk Patients with Hip Fracture Undergoing Arthroplasty""",Ibrahim Azboy,J Bone Joint Surg Am
"J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2021 Dec 15;103(24):2331-2337.
doi: 10.2106/JBJS.21.00773.",Minimum Clinically Important Difference: A Metric That Matters in the Age of Patient-Reported Outcomes,"Aditya V Karhade , Christopher M Bono , Joseph H Schwab , Daniel G Tobert",J Bone Joint Surg Am
"J Bone Joint Surg Am
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 Jan 5;104(1):4-14.
doi: 10.2106/JBJS.20.01740.",Functional Outcomes of Arthroscopic Acetabular Labral Repair with and without Bone Marrow Aspirate Concentrate,"Scott D Martin , Michael P Kucharik , Paul F Abraham , Mark R Nazal , Wendy M Meek , Nathan H Varady",J Bone Joint Surg Am
